match_id,inning,batting_team,total_runs
1216513,1,Kings XI Punjab,178
1216514,1,Rajasthan Royals,154
1216515,1,Delhi Capitals,228
1216516,1,Sunrisers Hyderabad,164
1216517,1,Mumbai Indians,176
1216518,1,Rajasthan Royals,154
1216519,1,Delhi Capitals,196
1216520,1,Kolkata Knight Riders,149
1216521,1,Chennai Super Kings,114
1216522,1,Rajasthan Royals,177
1216523,1,Kolkata Knight Riders,164
1216524,1,Sunrisers Hyderabad,219
1216525,1,Royal Challengers Bangalore,169
1216526,1,Kolkata Knight Riders,148
1216527,1,Kings XI Punjab,223
1216528,1,Chennai Super Kings,167
1216529,1,Delhi Capitals,162
1216530,1,Kolkata Knight Riders,191
1216531,1,Royal Challengers Bangalore,171
1216532,1,Sunrisers Hyderabad,162
1216533,1,Chennai Super Kings,125
1216534,1,Royal Challengers Bangalore,163
1216535,1,Delhi Capitals,110
1216536,1,Kolkata Knight Riders,172
1216537,1,Kings XI Punjab,185
1216538,1,Mumbai Indians,208
1216539,1,Delhi Capitals,175
1216540,1,Royal Challengers Bangalore,194
1216541,1,Mumbai Indians,195
1216542,1,Sunrisers Hyderabad,201
1216543,1,Delhi Capitals,161
1216544,1,Royal Challengers Bangalore,145
1216545,1,Sunrisers Hyderabad,142
1216546,1,Delhi Capitals,164
1216547,1,Royal Challengers Bangalore,201
1237177,1,Mumbai Indians,200
1237178,1,Royal Challengers Bangalore,131
1237180,1,Delhi Capitals,189
1237181,1,Delhi Capitals,156
1254058,1,Mumbai Indians,159
1254059,1,Chennai Super Kings,188
1254060,1,Kolkata Knight Riders,187
1254061,1,Punjab Kings,221
1254062,1,Mumbai Indians,152
1254063,1,Royal Challengers Bangalore,149
1254064,1,Delhi Capitals,147
1254065,1,Punjab Kings,106
1254066,1,Mumbai Indians,150
1254067,1,Royal Challengers Bangalore,204
1254068,1,Punjab Kings,195
1254069,1,Chennai Super Kings,188
1254070,1,Mumbai Indians,137
1254071,1,Punjab Kings,120
1254072,1,Chennai Super Kings,220
1254073,1,Rajasthan Royals,177
1254074,1,Mumbai Indians,131
1254075,1,Kolkata Knight Riders,133
1254076,1,Chennai Super Kings,191
1254077,1,Delhi Capitals,159
1254078,1,Punjab Kings,123
1254079,1,Royal Challengers Bangalore,171
1254080,1,Sunrisers Hyderabad,171
1254081,1,Rajasthan Royals,171
1254082,1,Kolkata Knight Riders,154
1254083,1,Punjab Kings,179
1254084,1,Chennai Super Kings,218
1254085,1,Rajasthan Royals,220
1254086,1,Punjab Kings,166
1254087,1,Royal Challengers Bangalore,92
1254088,1,Mumbai Indians,235
1254089,1,Chennai Super Kings,189
1254090,1,Royal Challengers Bangalore,164
1254091,1,Sunrisers Hyderabad,134
1254092,1,Delhi Capitals,127
1254093,1,Rajasthan Royals,90
1254094,1,Chennai Super Kings,134
1254095,1,Sunrisers Hyderabad,141
1254096,1,Mumbai Indians,155
1254097,1,Delhi Capitals,154
1254098,1,Kolkata Knight Riders,171
1254099,1,Punjab Kings,135
1254100,1,Rajasthan Royals,164
1254101,1,Delhi Capitals,164
1254102,1,Kolkata Knight Riders,165
1254103,1,Rajasthan Royals,149
1254104,1,Chennai Super Kings,156
1254105,1,Sunrisers Hyderabad,134
1254106,1,Kolkata Knight Riders,171
1254107,1,Punjab Kings,125
1254108,1,Royal Challengers Bangalore,165
1254109,1,Sunrisers Hyderabad,115
1254110,1,Chennai Super Kings,136
1254111,1,Rajasthan Royals,185
1254112,1,Mumbai Indians,129
1254113,1,Royal Challengers Bangalore,156
1254114,1,Delhi Capitals,172
1254115,1,Royal Challengers Bangalore,138
1254116,1,Delhi Capitals,135
1254117,1,Chennai Super Kings,192
1304047,1,Chennai Super Kings,131
1304048,1,Mumbai Indians,177
1304049,1,Royal Challengers Bangalore,205
1304050,1,Lucknow Super Giants,158
1304051,1,Rajasthan Royals,210
1304052,1,Kolkata Knight Riders,128
1304053,1,Chennai Super Kings,210
1304054,1,Punjab Kings,137
1304055,1,Rajasthan Royals,193
1304056,1,Gujarat Titans,171
1304057,1,Punjab Kings,180
1304058,1,Lucknow Super Giants,169
1304059,1,Rajasthan Royals,169
1304060,1,Mumbai Indians,161
1304061,1,Delhi Capitals,149
1304062,1,Punjab Kings,189
1304063,1,Chennai Super Kings,154
1304064,1,Mumbai Indians,151
1304065,1,Delhi Capitals,215
1304066,1,Rajasthan Royals,165
1304067,1,Gujarat Titans,162
1304068,1,Chennai Super Kings,216
1304069,1,Punjab Kings,198
1304070,1,Gujarat Titans,192
1304071,1,Kolkata Knight Riders,175
1304072,1,Lucknow Super Giants,199
1304073,1,Royal Challengers Bangalore,189
1304074,1,Punjab Kings,151
1304075,1,Chennai Super Kings,169
1304076,1,Rajasthan Royals,217
1304077,1,Royal Challengers Bangalore,181
1304078,1,Punjab Kings,115
1304079,1,Mumbai Indians,155
1304080,1,Rajasthan Royals,222
1304081,1,Gujarat Titans,156
1304082,1,Royal Challengers Bangalore,68
1304083,1,Lucknow Super Giants,168
1304084,1,Punjab Kings,187
1304085,1,Rajasthan Royals,144
1304086,1,Sunrisers Hyderabad,195
1304087,1,Kolkata Knight Riders,146
1304088,1,Lucknow Super Giants,153
1304089,1,Royal Challengers Bangalore,170
1304090,1,Rajasthan Royals,158
1304091,1,Lucknow Super Giants,195
1304092,1,Chennai Super Kings,202
1304093,1,Rajasthan Royals,152
1304094,1,Gujarat Titans,143
1304095,1,Royal Challengers Bangalore,173
1304096,1,Delhi Capitals,207
1304097,1,Mumbai Indians,177
1304098,1,Punjab Kings,189
1304099,1,Lucknow Super Giants,176
1304100,1,Royal Challengers Bangalore,192
1304101,1,Chennai Super Kings,208
1304102,1,Kolkata Knight Riders,165
1304103,1,Gujarat Titans,144
1304104,1,Rajasthan Royals,160
1304105,1,Chennai Super Kings,97
1304106,1,Punjab Kings,209
1304107,1,Kolkata Knight Riders,177
1304108,1,Chennai Super Kings,133
1304109,1,Rajasthan Royals,178
1304110,1,Delhi Capitals,159
1304111,1,Sunrisers Hyderabad,193
1304112,1,Lucknow Super Giants,210
1304113,1,Gujarat Titans,168
1304114,1,Chennai Super Kings,150
1304115,1,Delhi Capitals,159
1304116,1,Sunrisers Hyderabad,157
1312197,1,Rajasthan Royals,188
1312198,1,Royal Challengers Bangalore,207
1312199,1,Royal Challengers Bangalore,157
1312200,1,Rajasthan Royals,130
1359475,1,Chennai Super Kings,178
1359476,1,Punjab Kings,191
1359477,1,Lucknow Super Giants,193
1359478,1,Rajasthan Royals,203
1359479,1,Mumbai Indians,171
1359480,1,Chennai Super Kings,217
1359481,1,Delhi Capitals,162
1359482,1,Punjab Kings,197
1359483,1,Kolkata Knight Riders,204
1359484,1,Sunrisers Hyderabad,121
1359485,1,Rajasthan Royals,199
1359486,1,Mumbai Indians,157
1359487,1,Gujarat Titans,204
1359488,1,Punjab Kings,143
1359489,1,Royal Challengers Bangalore,212
1359490,1,Delhi Capitals,172
1359491,1,Rajasthan Royals,175
1359492,1,Punjab Kings,153
1359493,1,Sunrisers Hyderabad,228
1359494,1,Royal Challengers Bangalore,174
1359495,1,Lucknow Super Giants,159
1359496,1,Kolkata Knight Riders,185
1359497,1,Gujarat Titans,177
1359498,1,Chennai Super Kings,226
1359499,1,Mumbai Indians,192
1359500,1,Lucknow Super Giants,154
1359501,1,Royal Challengers Bangalore,174
1359502,1,Kolkata Knight Riders,127
1359503,1,Sunrisers Hyderabad,134
1359504,1,Gujarat Titans,135
1359505,1,Punjab Kings,214
1359506,1,Royal Challengers Bangalore,189
1359507,1,Chennai Super Kings,235
1359508,1,Delhi Capitals,144
1359509,1,Gujarat Titans,207
1359510,1,Kolkata Knight Riders,200
1359511,1,Rajasthan Royals,202
1359512,1,Lucknow Super Giants,257
1359513,1,Kolkata Knight Riders,179
1359514,1,Sunrisers Hyderabad,197
1359515,1,Chennai Super Kings,200
1359516,1,Rajasthan Royals,212
1359517,1,Royal Challengers Bangalore,126
1359518,1,Delhi Capitals,130
1359519,1,Lucknow Super Giants,125
1359520,1,Punjab Kings,214
1359521,1,Kolkata Knight Riders,171
1359522,1,Rajasthan Royals,118
1359523,1,Mumbai Indians,139
1359524,1,Royal Challengers Bangalore,181
1359525,1,Gujarat Titans,227
1359526,1,Rajasthan Royals,214
1359527,1,Punjab Kings,179
1359528,1,Royal Challengers Bangalore,199
1359529,1,Chennai Super Kings,167
1359530,1,Kolkata Knight Riders,149
1359531,1,Mumbai Indians,218
1359532,1,Sunrisers Hyderabad,182
1359533,1,Punjab Kings,167
1359534,1,Royal Challengers Bangalore,171
1359535,1,Chennai Super Kings,144
1359536,1,Gujarat Titans,188
1359537,1,Lucknow Super Giants,177
1359538,1,Delhi Capitals,213
1359539,1,Sunrisers Hyderabad,186
1359540,1,Punjab Kings,187
1359541,1,Chennai Super Kings,223
1359542,1,Lucknow Super Giants,176
1359543,1,Sunrisers Hyderabad,200
1359544,1,Royal Challengers Bangalore,197
1370350,1,Chennai Super Kings,172
1370351,1,Mumbai Indians,182
1370352,1,Gujarat Titans,233
1370353,1,Gujarat Titans,214
1422119,1,Royal Challengers Bengaluru,173
1422120,1,Delhi Capitals,174
1422121,1,Kolkata Knight Riders,208
1422122,1,Rajasthan Royals,193
1422123,1,Gujarat Titans,168
1422124,1,Punjab Kings,176
1422125,1,Chennai Super Kings,206
1422126,1,Sunrisers Hyderabad,277
1422127,1,Rajasthan Royals,185
1422128,1,Royal Challengers Bengaluru,182
1422129,1,Lucknow Super Giants,199
1422130,1,Sunrisers Hyderabad,162
1422131,1,Delhi Capitals,191
1422132,1,Mumbai Indians,125
1422133,1,Lucknow Super Giants,181
1422134,1,Kolkata Knight Riders,272
1422135,1,Gujarat Titans,199
1422136,1,Chennai Super Kings,165
1422137,1,Royal Challengers Bengaluru,183
1422138,1,Mumbai Indians,234
1422139,1,Lucknow Super Giants,163
1426260,1,Kolkata Knight Riders,137
1426261,1,Sunrisers Hyderabad,182
1426262,1,Rajasthan Royals,196
1426263,1,Royal Challengers Bengaluru,196
1426264,1,Lucknow Super Giants,167
1426265,1,Punjab Kings,147
1426266,1,Lucknow Super Giants,161
1426267,1,Chennai Super Kings,206
1426268,1,Sunrisers Hyderabad,287
1426269,1,Kolkata Knight Riders,223
1426270,1,Gujarat Titans,89
1426271,1,Mumbai Indians,192
1426272,1,Chennai Super Kings,176
1426273,1,Sunrisers Hyderabad,266
1426274,1,Kolkata Knight Riders,222
1426275,1,Punjab Kings,142
1426276,1,Mumbai Indians,179
1426277,1,Chennai Super Kings,210
1426278,1,Delhi Capitals,224
1426279,1,Royal Challengers Bengaluru,206
1426280,1,Kolkata Knight Riders,261
1426281,1,Delhi Capitals,257
1426282,1,Lucknow Super Giants,196
1426283,1,Gujarat Titans,200
1426284,1,Chennai Super Kings,212
1426285,1,Delhi Capitals,153
1426286,1,Mumbai Indians,144
1426287,1,Chennai Super Kings,162
1426288,1,Sunrisers Hyderabad,201
1426289,1,Kolkata Knight Riders,169
1426290,1,Gujarat Titans,147
1426291,1,Chennai Super Kings,167
1426292,1,Kolkata Knight Riders,235
1426293,1,Sunrisers Hyderabad,173
1426294,1,Delhi Capitals,221
1426295,1,Lucknow Super Giants,165
1426296,1,Royal Challengers Bengaluru,241
1426297,1,Gujarat Titans,231
1426298,1,Kolkata Knight Riders,157
1426299,1,Rajasthan Royals,141
1426300,1,Royal Challengers Bengaluru,187
1426302,1,Delhi Capitals,208
1426303,1,Rajasthan Royals,144
1426305,1,Lucknow Super Giants,214
1426306,1,Royal Challengers Bengaluru,218
1426307,1,Punjab Kings,214
1426309,1,Sunrisers Hyderabad,159
1426310,1,Royal Challengers Bengaluru,172
1426311,1,Sunrisers Hyderabad,175
1426312,1,Sunrisers Hyderabad,113
